"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0011815";"частная";"""САПФИР"" МЕДИЦИНСКИЙ ЦЕНТР (ЗАО)";"";"";"197349, Россия, г. Санкт-Петербург, просп. Сизова, 30, корп. 3";"Яцуков Сергей Васильевич";"(812) 301-02-40, 302-04-90";"(812) 393-08-15";"";"";"1993";"";"197349";"";"многопрофильное медицинское обслуживание; УЗИ-диагностика; ";""
"0027168";"государственная";"СВЕТОГОРСКАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"188992, Россия, Ленинградская обл., Выборгский р-н, г. Светогорск, ул. Пограничная, 13";"Кириенко Любовь Васильевна";"(81378) 4-17-17";"(81378) 4-17-17";"";"";"";"";"188992";"";"многопрофильное медицинское обслуживание; ";""
"0045675";"государственная";"СВИРСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА";"";"";"187729, Россия, Ленинградская обл., Лодейнопольский р-н, д. Старая Слобода";"Сысоева Людмила Андреевна";"(81364) 2-39-83";"(81364) 2-39-83";"svirboln@rambler.ru";"";"";"";"187729";"";"лечение психиатрических заболеваний; ";""
"0003922";"частная";"""СЕВЕРНАЯ РИВЬЕРА"" САНАТОРИЙ (ЗАО)";"";"";"197720, Россия, г. Санкт-Петербург, Зеленогорск, Приморское шоссе, 570";"Масловский Олег Леонидович";"(812) 433-57-30, 433-36-42, 433-31-55";"(812) 433-55-50";"riviera.kurort@lek.ru";"www.kurortriviera.ru";"1946";"600";"197720";"";"санаторно-курортное обслуживание; ";""
"0046970";"федеральная";"СЕВЕРО-ЗАПАДНЫЙ ОКРУЖНОЙ МЕДИЦИНСКИЙ ЦЕНТР";"ФЕДЕРАЛЬНОЕ МЕДИКО-БИОЛОГИЧЕСКОЕ АГЕНТСТВО";"";"190103, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 154, лит. А, лит. Б, лит. Г";"";"(812) 676-25-07";"(812) 676-25-06";"info@bkcbb.spb.ru";"";"";"";"190103";"";"многопрофильное медицинское обслуживание; ";""
"0005091";"государственная";"СЕВЕРО-ЗАПАДНЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СУДЕБНОЙ ЭКСПЕРТИЗЫ";"МИНИСТЕРСТВО ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ";"";"191104, Россия, г. Санкт-Петербург, ул. Некрасова, 8/10";"Смирнова Светлана Аркадьевна";"(812) 275-80-12, 273-25-39";"(812) 579-32-77";"postmaster@forein.spb.ru";"";"1948";"";"191104";"";"судебно-медицинская экспертиза; ";""
"0004803";"государственная";"СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР";"МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"";"194156, Россия, г. Санкт-Петербург, просп. Пархоменко, 15";"Шляхто Евгений Владимирович";"(812) 702-37-06, 702-55-58, 702-37-16";"(812) 703-39-76";"info@almazovcentre.ru";"www.almazovcentre.ru";"1969";"";"194156";"";"исследования и разработки новых методов лечения; лечение сердечно-сосудистых заболеваний; сердечно-сосудистая хирургия; ";""
"0047047";"частная";"СЕВЕРО-ЗАПАДНЫЙ ЦЕНТР ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ (ЗАО)";"";"";"190005, Россия, г. Санкт-Петербург, ул. 2-я Красноармейская, 10";"";"(812) 575-05-00, 451-01-54";"(812) 451-01-54";"call-center@cdmed.ru";"";"";"";"190005";"";"многопрофильное медицинское обслуживание; ";""
"0000965";"государственная";"""СЕМЕЙНАЯ МЕДИЦИНА"" КЛИНИКА";"НИИ ПРОМЫШЛЕННОЙ и МОРСКОЙ МЕДИЦИНЫ";"";"194291, Россия, г. Санкт-Петербург, просп. Культуры, 4";"Довгуша Лилия Витальевна";"(812) 363-11-22, 559-97-57";"(812) 559-97-57";"klinika@nii-pmm.ru";"";"1966";"60";"194291";"";"многопрофильное медицинское обслуживание; ";""
"0045725";"государственная";"СЕРТОЛОВСКАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"188650, Россия, Ленинградская обл., Всеволожский р-н, г. Сертолово, ул. Молодцова, 7/2";"Костюшов Евгений Васильевич";"(812) 593-31-93";"(812) 593-31-93";"";"";"";"";"188650";"";"многопрофильное медицинское обслуживание; ";""
"0001649";"частная";"""СЕСТРОРЕЦКИЙ КУРОРТ"" САНАТОРИЙ (ОАО)";"";"";"197706, Россия, г. Санкт-Петербург, Сестрорецк, ул. М.Горького, 2";"Шумаков Сергей Владимирович";"(812) 437-34-53, 434-17-00, 434-17-04";"(812) 437-21-25, 437-66-23";"info@kurort.ru";"www.kurort.ru";"1898";"850";"197706";"";"санаторное лечение гастроэнтерологических заболеваний; санаторное лечение психоневрологических заболеваний; санаторное лечение стоматологических заболеваний; санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение заболеваний опорно-двигательного аппарата; санаторное лечение нефрологических заболеваний; ";""
"0021392";"частная";"""СИНАПС"" ООО";"";"";"192019, Россия, г. Санкт-Петербург, ул. Бехтерева, 3, корп. 7";"Бочаров Виктор Викторович";"(812) 924-62-42";"(812) 412-31-65";"sinaps06@mail.ru; kirill.af@mail.ru";"www.sinaps.spb.ru";"1990";"";"192019";"";"лечение психиатрических заболеваний; лечение наркологических заболеваний; лечение психоневрологических заболеваний; психологическая помощь; ";""
"0045696";"государственная";"СЛАНЦЕВСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"188560, Россия, Ленинградская обл., г. Сланцы, ул. Гагарина, 2";"Грушко Лариса Александровна";"(81374) 2-23-57";"(81374) 2-21-45";"crb2002@mail.ru";"";"";"";"188560";"";"многопрофильное медицинское обслуживание; ";""
"0027378";"информация не предоставлена";"СОВЕТСКАЯ ПОЛИКЛИНИКА";"";"";"188918, Россия, Ленинградская обл., Выборгский р-н, п. Советский, ул. Комсомольская, 1";"";"(81378) 7-45-13";"";"";"";"";"";"188918";"";"многопрофильное медицинское обслуживание; ";""
"0001650";"государственная";"""СОЛНЕЧНОЕ"" ДЕТСКИЙ САНАТОРИЙ";"";"";"197739, Россия, г. Санкт-Петербург, п. Солнечное, ул. 2-я Боровая, 6";"Лаврик Николай Петрович";"(812) 432-94-03, 432-92-13, 437-95-43, 432-91-85, 432-91-58";"(812) 432-94-03";"sansolnecnoe@zdrav.spb.ru";"";"1962";"600";"197739";"";"санаторное лечение педиатрических заболеваний; ";""
"0018739";"государственная";"""СОЛНЕЧНОЕ"" ДЕТСКИЙ СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ";"";"";"197729, Россия, г. Санкт-Петербург, п. Молодежное, Приморское шоссе, 671";"Лашина Валентина Николаевна";"(495) 433-21-87 (Москва)";"(495) 433-21-87 (Москва)";"";"";"1974";"400";"197729";"";"лечебно-оздоровительные мероприятия; ";""
"0045707";"государственная";"""СОСНОВЫЙ МЫС"" ДЕТСКИЙ ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"188870, Россия, Ленинградская обл., Выборгский р-н, ст. Лебедевка";"Лукин Василий Алексеевич";"(81378) 6-72-67";"(81378) 6-72-67";"agape44@mail.ru";"";"";"";"188870";"";"санаторное лечение туберкулеза; ";""
"0042136";"частная";"""СОЧУВСТВИЕ"" РЕАБИЛИТАЦИОННЫЙ ЦЕНТР (ООО)";"";"";"196608, Россия, г. Санкт-Петербург, Пушкин, ул. Жуковско-Волынская, 1/18";"Мухин Игорь Алексеевич";"(812) 476-97-95; (921) 954-58-14";"";"";"";"2009";"";"196608";"";"реабилитационное лечение; ";""
"0042137";"частная";"""СОЮЗ-4"" ООО";"";"";"196600, Россия, г. Санкт-Петербург, Пушкин, Детскосельский бул., 1";"Гурко Глеб Игоревич";"(812) 466-61-23";"";"";"";"2012";"";"196600";"";"многопрофильное медицинское обслуживание; ";""
"0024705";"информация не предоставлена";"""СПАРТАК"" ДЕТСКИЙ САНАТОРИЙ";"";"";"188380, Россия, Ленинградская обл., Гатчинский р-н, п. Вырица, ул. Московская, 61";"";"(81371) 9-35-80";"";"";"";"";"";"188380";"";"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0001030";"муниципальная";"СПЕЦИАЛЬНОЕ ЛЕЧЕБНОЕ ДИАГНОСТИЧЕСКОЕ ОТДЕЛЕНИЕ";"";"";"190103, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 154";"Оказова Фуза Сосниковна";"(812) 251-32-84, 251-20-84, 316-75-33, 316-16-55";"(812) 251-32-84";"";"";"1987";"";"190103";"";"диагностика и лечение; ";""
"0004421";"государственная";"СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ";"МЕДИЦИНСКАЯ СЛУЖБА ЛЕНИНГРАДСКОГО ВОЕННОГО ОКРУГА";"";"191015, Россия, г. Санкт-Петербург, ул. Ярославская, 2";"Солтан Сергей Леонидович";"(812) 271-76-33, 271-05-00";"(812) 271-05-00";"";"";"1963";"";"191015";"";"переливание крови; ";""
"0042138";"акционерная";"СТАНЦИЯ ПРОФИЛАКТИЧЕСКОЙ ДЕЗИНФЕКЦИИ (ОАО)";"";"";"191119, Россия, г. Санкт-Петербург, ул. Черняховского, 47";"Пшеничников Вадим Иванович";"(812) 764-88-11";"(812) 764-88-11";"";"";"2010";"";"191119";"";"дезинфекция; ";""
"0004837";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ №4";"";"";"196600, Россия, г. Санкт-Петербург, Пушкин, ул. Глинки, 15";"Целиков Вячеслав Анатольевич";"(812) 465-89-44, 476-50-93";"(812) 476-03-12, 465-89-44";"";"";"1949";"";"196600";"";"скорая неотложная медицинская помощь; ";""
"0027966";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"187020, Россия, Ленинградская обл., г. Тосно, шоссе Барыбина, 29";"";"(81361) 2-00-03";"";"";"";"";"";"187020";"";"скорая неотложная медицинская помощь; ";""
"0027968";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"188357, Россия, Ленинградская обл., Гатчинский р-н, п. Никольское, ул. Спортивная, 16";"";"(81371) 5-30-03";"";"";"";"";"";"188357";"";"скорая неотложная медицинская помощь; ";""
"0027953";"муниципальная";"СТАНЦИЯ СКОРОЙ НЕОТЛОЖНОЙ ПОМОЩИ";"";"";"188540, Россия, Ленинградская обл., г. Сланцы, ул. Кирова, 16-а";"";"(81374) 3-16-26";"";"";"";"";"";"188540";"";"скорая неотложная медицинская помощь; ";""
"0027852";"муниципальная";"СТАНЦИЯ СКОРОЙ ПОМОЩИ";"";"";"187400, Россия, Ленинградская обл., г. Волхов, ул. Пирогова, 4-а";"";"(81363) 2-35-38";"";"";"";"";"";"187400";"";"диагностика и лечение; скорая неотложная медицинская помощь; ";""
"0027896";"муниципальная";"СТАНЦИЯ СКОРОЙ ПОМОЩИ";"";"";"188246, Россия, Ленинградская обл., г. Гатчина, ул. Урицкого, 1";"";"(81371) 1-30-70";"";"";"";"";"";"188246";"";"скорая неотложная медицинская помощь; ";""
"0027948";"муниципальная";"СТАНЦИЯ СКОРОЙ ПОМОЩИ";"ПРИОЗЕРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"188751, Россия, Ленинградская обл., г. Приозерск, ул. Калинина, 35";"";"(81379) 2-11-33";"";"";"";"";"";"188751";"";"скорая неотложная медицинская помощь; ";""
"0001566";"федеральная";"СТАЦИОНАР №2 СЕВЕРО-ЗАПАДНОГО ОКРУЖНОГО МЕДИЦИНСКОГО ЦЕНТРА";"ФЕДЕРАЛЬНОЕ АГЕНТСТВО по ЗДРАВООХРАНЕНИЮ и СОЦИАЛЬНОМУ РАЗВИТИЮ";"";"199004, Россия, г. Санкт-Петербург, Васильевский о-в, Кадетская линия, 13/15";"Петрова Ирина Ивановна";"(812) 676-25-25";"(812) 676-25-25, 676-25-03";"info@dosmed.ru";"";"1990";"";"199004";"";"многопрофильное медицинское обслуживание; ";""
"0046963";"частная";"""СТЕЛС"" ООО";"";"";"195297, Россия, г. Санкт-Петербург, Светлановский просп., 115, корп. 1, офис 10Н";"";"(812) 290-49-80";"(812) 332-55-46";"knv1@mail.ru";"";"";"";"195297";"";"лечение стоматологических заболеваний; ";""
"0021368";"частная";"""СТОМАМЕДСЕРВИС"" МЕДИЦИНСКИЙ ЦЕНТР (ООО)";"";"";"188300, Россия, Ленинградская обл., г. Гатчина, просп. 25 Октября, 16";"Лебедева Ирина Анатольевна";"(81371) 7-65-20, 3-02-88, 9-56-21, 7-62-08";"(81371) 7-62-08";"";"";"1999";"";"188300";"";"лечение стоматологических заболеваний; ";""
"0021374";"частная";"""СТОМАТ-ПЛЮС"" СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА (ООО)";"";"";"188350, Россия, Ленинградская обл., г. Гатчина, ул. Слепнева, 9";"";"(81371) 7-37-37";"";"stomatplus@gtn.ru";"";"1997";"";"188350";"";"лечение стоматологических заболеваний; хирургическая стоматология; протезирование зубов; ";""
"0011823";"смешанная";"""СТОМАТОКС"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ООО)";"";"";"197341, Россия, г. Санкт-Петербург, просп. Испытателей, 13";"Желтухин Валерий Викторович";"(812) 394-90-69";"(812) 394-90-69";"infocenter@mediana.ru";"www.stomlux-spb.ru";"1936";"";"197341";"";"лечение стоматологических заболеваний; протезирование зубов; имплантация зубов; хирургическая стоматология; ";""
"0005028";"частная";"""СТОМАТОЛОГ"" КЛИНИКА (ООО)";"";"";"198264, Россия, г. Санкт-Петербург, ул. 2-я Комсомольская, 24, корп. 3";"Афанасьев Анатолий Александрович";"(812) 730-22-53, 730-56-67";"(812) 730-56-67";"afanasief.56@mail.ru";"";"1990";"";"198264";"";"лечение стоматологических заболеваний; протезирование зубов; отбеливание зубов; хирургическая стоматология; ";""
"0027963";"частная";"""СТОМАТОЛОГ"" ООО";"";"";"187000, Россия, Ленинградская обл., г. Тосно, просп. Ленина, 27";"Захарова Наталья Михайловна";"(81361) 2-43-07";"(81361) 2-43-07";"stomatolog-tosno@mail.ru";"";"2002";"";"187000";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0047038";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №10";"";"";"198097, Россия, г. Санкт-Петербург, Огородный пер., 4, корп. 2, лит. Я";"";"(812) 252-24-03";"(812) 252-66-01";"pstom10@zdrav.spb.ru";"";"";"";"198097";"";"лечение стоматологических заболеваний; ";""
"0047039";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №11";"";"";"198216, Россия, г. Санкт-Петербург, просп. Народного ополчения, 5";"";"(812) 333-38-05";"(812) 254-38-12";"pstom11@zdrav.spb.ru";"";"";"";"198216";"";"лечение стоматологических заболеваний; ";""
"0047040";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №17";"";"";"197101, Россия, г. Санкт-Петербург, ул. Рентгена, 9";"";"(812) 346-42-03";"(812) 346-35-29";"pstom17@zdrav.spb.ru";"";"";"";"197101";"";"лечение стоматологических заболеваний; ";""
"0001268";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №18";"";"";"196653, Россия, г. Санкт-Петербург, Колпино, ул. В.Слуцкой, 9";"Алискеров Джавад Шакирович";"(812) 461-60-42, 461-77-22, 461-19-69";"(812) 461-77-22";"pstom18@zdrav.spb.ru";"";"1961";"";"196653";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0047044";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №4";"";"";"194156, Россия, г. Санкт-Петербург, Большой Сампсониевский просп., 99";"";"(812) 550-42-79";"(812) 295-44-77";"";"";"";"";"194156";"";"лечение стоматологических заболеваний; ";""
"0004846";"муниципальная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №5";"";"";"191028, Россия, г. Санкт-Петербург, ул. Чайковского, 27";"Шендеров Александр Юрьевич";"(812) 273-24-19, 273-02-88";"(812) 243-14-31";"";"";"1950";"";"191028";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0047042";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №6";"";"";"197198, Россия, г. Санкт-Петербург, ул. Ижорская, 5";"";"(812) 232-32-01";"(812) 232-32-01";"";"";"";"";"197198";"";"лечение стоматологических заболеваний; ";""
"0047043";"государственная";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №9";"";"";"191028, Россия, г. Санкт-Петербург, ул. Чайковского, 27";"";"(812) 273-24-19";"(812) 273-02-88";"";"";"";"";"191028";"";"лечение стоматологических заболеваний; ";""
"0021377";"информация не предоставлена";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"КООПЕРАТИВ ""ЦЕНТР""";"";"188350, Россия, Ленинградская обл., г. Гатчина, ул. Лейтенанта Шмидта, 7";"";"(81371) 2-08-33";"";"";"";"1999";"";"188350";"";"лечение стоматологических заболеваний; хирургическая стоматология; протезирование зубов; ";""
"0011828";"частная";"СТОМАТОЛОГИЧЕСКИЙ КАБИНЕТ";"";"";"190000, Россия, г. Санкт-Петербург, пл. Чернышевского, 10, офис 1-а";"Сычева Софья Сергеевна";"(812) 389-33-02";"";"";"";"1987";"";"190000";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0001567";"федеральная";"СТОМАТОЛОГИЧЕСКОЕ ОТДЕЛЕНИЕ";"СЕВЕРО-ЗАПАДНЫЙ ОКРУЖНОЙ МЕДИЦИНСКИЙ ЦЕНТР ФЕДЕРАЛЬНОГО АГЕНТСТВА по ЗДРАВООХРАНЕНИЮ и СОЦИАЛЬНОМУ РАЗВИТИЮ";"";"190020, Россия, г. Санкт-Петербург, ул. Циолковского, 3";"Соломонов Михаил Николаевич";"(812) 575-36-80, 251-40-34";"(812) 251-97-00";"info@bkcbb.spb.ru";"www.bkcbb.spb.ru";"1945";"";"190020";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0001257";"государственная";"СТОМАТОЛОГИЧЕСКОЕ ПОЛИКЛИНИЧЕСКОЕ ОТДЕЛЕНИЕ №7";"ГОРОДСКАЯ ПОЛИКЛИНИКА №114";"";"197342, Россия, г. Санкт-Петербург, Ушаковская наб., 9, корп. 1";"Сергутина Светлана Степановна";"(812) 430-61-40, 430-73-90, 492-20-92, 430-64-57";"(812) 430-61-40";"";"";"1956";"";"197342";"";"лечение стоматологических заболеваний; ";""
"0022306";"государственная";"СТОМАТОЛОГИЧЕСКОЕ ТЕРАПЕВТИЧЕСКОЕ ОТДЕЛЕНИЕ";"СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА №13";"";"192029, Россия, г. Санкт-Петербург, просп. Елизарова, 3";"Гудец Елена Юрьевна";"(812) 567-59-35";"(812) 567-54-56";"";"";"1991";"";"192029";"";"лечение стоматологических заболеваний; ";""
"0027892";"частная";"""СТОМАТОЛОГИЯ"" ЗАО";"СТРОИТЕЛЬНАЯ ФИРМА ""СЗМ"" (ЗАО)";"";"188308, Россия, Ленинградская обл., г. Гатчина, ул. Подрядчикова, 22";"Дизер Юрий Павлович";"(81371) 3-38-45";"(81371) 3-76-42";"szm.gtn@mail.ru";"";"1993";"";"188308";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0011817";"частная";"""СТОМАТОЛОГИЯ"" ООО";"";"";"198332, Россия, г. Санкт-Петербург, ул. Маршала Захарова, 20";"Афанасьев Анатолий Александрович";"(812) 742-65-60, 742-43-77";"(812) 730-56-67";"";"";"1989";"";"198332";"";"лечение стоматологических заболеваний; протезирование зубов; хирургическая стоматология; ";""
"0011824";"смешанная";"""СТОМУС"" СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР (ЗАО)";"";"";"194291, Россия, г. Санкт-Петербург, просп. Луначарского, 49";"Черновол Наталья Вячеславовна";"(812) 558-94-21, 558-15-15";"(812) 559-52-00";"stomus@peterlink.ru; sekretar@stomus.ru";"www.stomus.ru";"1994";"";"194291";"коммерческая деятельность; ";"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; ";""
"0027880";"муниципальная";"СУДЕБНО-МЕДИЦИНСКАЯ ЭКСПЕРТНАЯ СЛУЖБА";"";"";"188800, Россия, Ленинградская обл., г. Выборг, ул. Куйбышева, 19";"Шевалдышев Евгений Иванович";"(81378) 3-15-76";"(81378) 3-15-76";"";"";"";"";"188800";"";"судебно-медицинская экспертиза; ";""
"0001616";"частная";"""СЧАСТЛИВЫЙ РЕБЕНОК"" МНОГОПРОФИЛЬНЫЙ МЕДИЦИНСКИЙ ЦЕНТР";"ФОНД ВОЗРОЖДЕНИЯ ЗДОРОВЬЯ ДЕТЕЙ";"";"199106, Россия, г. Санкт-Петербург, ул. Гаванская, 6";"Соколов Алексей Николаевич";"(812) 350-15-20, 325-46-47, 322-58-53";"(812) 322-58-53";"fond@happychild.ru";"www.happychild.ru";"1993";"";"199106";"";"лечение педиатрических заболеваний; лечение отоларингологических заболеваний; УЗИ-диагностика; лечение гинекологических заболеваний; лечение урологических заболеваний; мануальная терапия; ";""
"0027383";"информация не предоставлена";"СЯСЬСТРОЙСКАЯ ПОЛИКЛИНИКА";"";"";"187420, Россия, Ленинградская обл., Волховский р-н, г. Сясьстрой, ул. Петрозаводская, 1";"";"(81363) 5-25-12";"";"";"";"";"";"187420";"";"многопрофильное медицинское обслуживание; ";""
"0004885";"частная";"""ТАРИ"" КЛИНИКА (ООО)";"";"";"191123, Россия, г. Санкт-Петербург, ул. Фурштатская, 31";"Боярский Борис Рафаилович";"(812) 272-20-35, 273-12-10";"(812) 273-12-10";"";"";"1988";"";"191123";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0024711";"государственная";"""ТАРХОВСКИЙ"" ВОЕННЫЙ САНАТОРИЙ";"";"";"197704, Россия, г. Санкт-Петербург, Сестрорецк, Тарховский пр., 24";"Евсеев Сергей Михайлович";"(812) 437-37-93, 437-76-22, 437-18-06";"(812) 437-18-06, 473-76-22";"";"";"1933";"540";"197704";"";"санаторно-курортное обслуживание; ";""
"0004879";"государственная";"ТЕРАПЕВТИЧЕСКИЙ КОРПУС";"ДЕТСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №2 СВЯТОЙ МАРИИ МАГДАЛИНЫ";"";"199053, Россия, г. Санкт-Петербург, Васильевский о-в, 14-я линия, 57";"Микава Автандил Георгиевич";"(812) 323-00-08, 323-29-49, 323-29-29";"(812) 328-48-72";"ifo@mm2.ru";"www.mm2.ru";"1950";"";"199053";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0027954";"государственная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ ГОССАНЭПИДНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в СЛАНЦЕВСКОМ РАЙОНЕ";"";"";"188560, Россия, Ленинградская обл., г. Сланцы, Комсомольское шоссе, 1";"Шихалева Оксана Сергеевна";"(81374) 2-21-33";"(81374) 2-40-97";"";"";"2005";"";"188560";"";"санитарный надзор; ";""
"0005097";"государственная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ВЫБОРГСКОМУ и КАЛИНИНСКОМУ РАЙОНАМ г. САНКТ-ПЕТЕРБУРГА";"";"";"194214, Россия, г. Санкт-Петербург, Удельный просп., 20";"Шубникова Наталья Николаевна";"(812) 293-76-66, 554-49-43";"(812) 554-49-43";"";"";"2005";"";"194214";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
"0000187";"федеральная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в БОКСИТОГОРСКОМ РАЙОНЕ";"";"";"187650, Россия, Ленинградская обл., г. Бокситогорск, ул. Комсомольская, 28";"Семкина Татьяна Александровна";"(81366) 2-14-13, 2-44-54";"";"boksitogorsk@47.rospotrebnadzor.ru";"";"";"";"187650";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
"0000189";"федеральная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в ВОЛХОВСКОМ РАЙОНЕ";"";"";"187400, Россия, Ленинградская обл., г. Волхов, Волховский просп., 28";"Долгушев Николай Николаевич";"(81363) 2-20-76, 2-39-94";"(81363) 2-39-94";"volhov@47.rospotrebnadzor.ru";"";"";"";"187400";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
"0000193";"федеральная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в ВЫБОРГСКОМ РАЙОНЕ";"";"";"188800, Россия, Ленинградская обл., г. Выборг, ул. Некрасова, 12";"Захаров Игорь Иванович";"(81378) 2-20-31";"(81378) 3-32-54";"vyborg@47.rospotrebnadzor.ru";"";"";"";"188800";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
"0000195";"федеральная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в ГАТЧИНСКОМ РАЙОНЕ";"";"";"188300, Россия, Ленинградская обл., г. Гатчина, ул. К.Маркса, 44-а";"Кисленко Владимир Петрович";"(81371) 2-15-17, 2-17-44";"";"gatchina@47.rospotrebnadzor.ru";"";"";"";"188300";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
"0000197";"федеральная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в КИНГИСЕППСКОМ, ВОЛОСОВСКОМ, СЛАНЦЕВСКОМ РАЙОНАХ";"";"";"188480, Россия, Ленинградская обл., г. Кингисепп, ул. Воровского, 20";"Зайцев Олег Борисович";"(81375) 2-44-75, 2-09-96";"(81375) 2-09-96";"kingisepp@47.rospotrebnadzor.ru";"";"";"";"188480";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
"0000199";"федеральная";"ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ УПРАВЛЕНИЯ РОСПОТРЕБНАДЗОРА по ЛЕНИНГРАДСКОЙ ОБЛАСТИ в КИРИШСКОМ РАЙОНЕ";"";"";"187110, Россия, Ленинградская обл., г. Кириши, ул. Советская, 6";"Немов Александр Владимирович";"(81368) 2-42-42";"(81368) 2-42-42";"kirishi@47.rospotrebnadzor.ru";"";"";"";"187110";"";"проведение санпрофилактических и противоэпидемических мероприятий; защита прав потребителей; ";""
