"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0001570";"муниципальная";"САНКТ-ПЕТЕРБУРГСКИЙ ЦЕНТР ПСИХОЛОГИЧЕСКОЙ ДИАГНОСТИКИ";"ГЛАВНОЕ УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ";"";"191015, Россия, г. Санкт-Петербург, ул. Очаковская, 7-а";"Тарасова Елена Викторовна";"(812) 274-84-62, 578-37-94, 274-13-54";"(812) 274-13-54";"";"";"1970";"";"191015";"";"психодиагностическое обследование; ";""
"0037192";"частная";"""САНРЭЙ"" ДЕРМАТОВЕНЕРОЛОГИЧЕСКИЙ ЦЕНТР (ООО)";"";"";"236000, Россия, г. Калининград, Каштановая аллея, 105";"Степченко Виктор Михайлович";"(4012) 21-33-06, 37-72-71";"(4012) 70-61-55";"";"";"1994";"";"236000";"";"лечение кожно-венерических заболеваний; ";""
"0011815";"частная";"""САПФИР"" МЕДИЦИНСКИЙ ЦЕНТР (ЗАО)";"";"";"197349, Россия, г. Санкт-Петербург, просп. Сизова, 30, корп. 3";"Яцуков Сергей Васильевич";"(812) 301-02-40, 302-04-90";"(812) 393-08-15";"";"";"1993";"";"197349";"";"многопрофильное медицинское обслуживание; УЗИ-диагностика; ";""
"0037215";"государственная";"СВЕТЛОВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"238340, Россия, Калининградская обл., г. Светлый, Сосновый пер., 8";"Радзевская Любовь Петровна";"(40152) 3-41-85";"";"svetliy-crb@infomed39.ru; sekret-scob@mail.ru";"";"";"";"238340";"";"многопрофильное медицинское обслуживание; ";""
"0003812";"информация не предоставлена";"""СВЕТЛОГОРСК"" САНАТОРИЙ";"";"";"238575, Россия, Калининградская обл., г. Светлогорск, ул. Гагарина, 17";"Марданов Гумер Ахатович";"(40153) 2-13-25, 2-13-37, 3-32-30, 3-34-40, 3-32-90";"(40153) 3-32-30";"";"";"";"140";"238575";"";"санаторно-курортное обслуживание; санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение сахарного диабета; ";""
"0037212";"государственная";"СВЕТЛОГОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ ПОЛИКЛИНИКА";"";"";"238563, Россия, Калининградская обл., г. Светлогорск, ул. Зеленая, 13";"Старостин Игорь Анатольевич";"(40153) 2-17-81";"";"svetlogorsk-crb@infomed39.ru; svetlmed@mail.ru";"";"";"";"238563";"";"многопрофильное медицинское обслуживание; ";""
"0002310";"государственная";"СВЕТЛОГОРСКИЙ ЦЕНТРАЛЬНЫЙ ВОЕННЫЙ САНАТОРИЙ";"";"";"238545, Россия, Калининградская обл., г. Светлогорск, ул. Октябрьская, 13";"";"(40153) 2-20-32, 2-15-54, 3-33-57, 3-33-26";"(40153) 3-33-26";"";"";"";"650";"238545";"";"санаторно-курортное обслуживание; иглорефлексотерапия; фитотерапия; УЗИ-диагностика; ";""
"0027168";"государственная";"СВЕТОГОРСКАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"188992, Россия, Ленинградская обл., Выборгский р-н, г. Светогорск, ул. Пограничная, 13";"Кириенко Любовь Васильевна";"(81378) 4-17-17";"(81378) 4-17-17";"";"";"";"";"188992";"";"многопрофильное медицинское обслуживание; ";""
"0045675";"государственная";"СВИРСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА";"";"";"187729, Россия, Ленинградская обл., Лодейнопольский р-н, д. Старая Слобода";"Сысоева Людмила Андреевна";"(81364) 2-39-83";"(81364) 2-39-83";"svirboln@rambler.ru";"";"";"";"187729";"";"лечение психиатрических заболеваний; ";""
"0017642";"муниципальная";"СЕБЕЖСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"182250, Россия, Псковская обл., г. Себеж, ул. Ленинская, 43";"";"(81140) 2-13-02, 2-11-03";"(81140) 2-13-02";"abcabc@ellink.ru";"";"";"";"182250";"";"многопрофильное медицинское обслуживание; ";""
"0003922";"частная";"""СЕВЕРНАЯ РИВЬЕРА"" САНАТОРИЙ (ЗАО)";"";"";"197720, Россия, г. Санкт-Петербург, Зеленогорск, Приморское шоссе, 570";"Масловский Олег Леонидович";"(812) 433-57-30, 433-36-42, 433-31-55";"(812) 433-55-50";"riviera.kurort@lek.ru";"www.kurortriviera.ru";"1946";"600";"197720";"";"санаторно-курортное обслуживание; ";""
"0001862";"федеральная";"СЕВЕРНЫЙ МЕДИЦИНСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР им. Н.А.СЕМАШКО";"";"";"163061, Россия, г. Архангельск, Троицкий просп., 115";"Казакевич Елена Владимировна";"(8182) 65-38-53, 20-80-11";"(8182) 65-38-12";"severmc@atnet.ru";"www.nmcs.ru";"1980";"430";"163061";"";"многопрофильное медицинское обслуживание; ";""
"0046970";"федеральная";"СЕВЕРО-ЗАПАДНЫЙ ОКРУЖНОЙ МЕДИЦИНСКИЙ ЦЕНТР";"ФЕДЕРАЛЬНОЕ МЕДИКО-БИОЛОГИЧЕСКОЕ АГЕНТСТВО";"";"190103, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 154, лит. А, лит. Б, лит. Г";"";"(812) 676-25-07";"(812) 676-25-06";"info@bkcbb.spb.ru";"";"";"";"190103";"";"многопрофильное медицинское обслуживание; ";""
"0005091";"государственная";"СЕВЕРО-ЗАПАДНЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СУДЕБНОЙ ЭКСПЕРТИЗЫ";"МИНИСТЕРСТВО ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ";"";"191104, Россия, г. Санкт-Петербург, ул. Некрасова, 8/10";"Смирнова Светлана Аркадьевна";"(812) 275-80-12, 273-25-39";"(812) 579-32-77";"postmaster@forein.spb.ru";"";"1948";"";"191104";"";"судебно-медицинская экспертиза; ";""
"0004803";"государственная";"СЕВЕРО-ЗАПАДНЫЙ ФЕДЕРАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР";"МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"";"194156, Россия, г. Санкт-Петербург, просп. Пархоменко, 15";"Шляхто Евгений Владимирович";"(812) 702-37-06, 702-55-58, 702-37-16";"(812) 703-39-76";"info@almazovcentre.ru";"www.almazovcentre.ru";"1969";"";"194156";"";"исследования и разработки новых методов лечения; лечение сердечно-сосудистых заболеваний; сердечно-сосудистая хирургия; ";""
"0047047";"частная";"СЕВЕРО-ЗАПАДНЫЙ ЦЕНТР ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ (ЗАО)";"";"";"190005, Россия, г. Санкт-Петербург, ул. 2-я Красноармейская, 10";"";"(812) 575-05-00, 451-01-54";"(812) 451-01-54";"call-center@cdmed.ru";"";"";"";"190005";"";"многопрофильное медицинское обслуживание; ";""
"0003481";"муниципальная";"СЕВЕРОДВИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА №1";"";"";"164504, Россия, Архангельская обл., г. Северодвинск, ул. Ломоносова, 47-а";"";"(8184) 58-22-94, 58-34-80";"(8184) 58-22-94";"hospital@atnet.ru";"";"";"";"164504";"";"многопрофильное медицинское обслуживание; ";""
"0001818";"муниципальная";"СЕВЕРОДВИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ №2";"";"";"164523, Россия, Архангельская обл., г. Северодвинск, Морской просп., 49";"Каверин Алексей Михайлович";"(8184) 52-29-36, 53-44-79";"(8184) 52-29-36";"hospit2@atnet.ru";"";"";"";"164523";"";"скорая неотложная медицинская помощь; ";""
"0001830";"муниципальная";"СЕВЕРОДВИНСКАЯ ГОРОДСКАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА";"";"";"164504, Россия, Архангельская обл., г. Северодвинск, ул. Ломоносова, 49-а";"";"(8184) 58-01-53, 58-19-29";"(8184) 58-19-22";"adm@sevdeti.arh.ru";"";"";"";"164504";"";"многопрофильное медицинское обслуживание; лечение педиатрических заболеваний; ";""
"0002052";"муниципальная";"СЕВЕРОДВИНСКАЯ ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"164522, Россия, Архангельская обл., г. Северодвинск, бул. Строителей, 17";"";"(8184) 52-11-65, 22-46-65";"(8184) 58-89-22";"severdsp@atnet.ru";"";"";"";"164522";"";"лечение стоматологических заболеваний; ";""
"0033475";"государственная";"СЕВЕРОДВИНСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ ДОМ РЕБЕНКА для ДЕТЕЙ с ОРГАНИЧЕСКИМИ ПОРАЖЕНИЯМИ ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ, с НАРУШЕНИЕМ ПСИХИКИ";"ДЕПАРТАМЕНТ ЗДРАВООХРАНЕНИЯ АДМИНИСТРАЦИИ АРХАНГЕЛЬСКОЙ ОБЛАСТИ";"";"164522, Россия, Архангельская обл., г. Северодвинск, бул. Строителей, 27-а";"Михайлова Лариса Николаевна";"(8184) 52-31-91";"(8184) 52-31-91";"sevdomrebkalibri@mail.ru";"";"1949";"";"164522";"";"медицинское обслуживание новорожденных; лечение психоневрологических заболеваний у детей; ";""
"0002001";"государственная";"СЕВЕРОМОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"184606, Россия, Мурманская обл., г. Североморск, ул. Комсомольская, 27";"Карпеко Валерий Николаевич";"(81537) 5-36-04, 5-04-39";"";"info@scrh.ru";"";"";"";"184606";"";"многопрофильное медицинское обслуживание; ";""
"0020379";"государственная";"""СЕВЕРСТАЛЬ"" МЕДСАНЧАСТЬ";"";"";"162600, Россия, Вологодская обл., г. Череповец, ул. Металлургов, 18";"Дрозд Евгений Владимирович";"(8202) 53-65-02";"";"ok@msch_severstal.ru";"";"";"";"162600";"";"многопрофильное медицинское обслуживание; ";""
"0005555";"муниципальная";"""СЕВРЫБА"" ОБЪЕДИНЕННАЯ МЕДСАНЧАСТЬ";"";"";"183032, Россия, г. Мурманск, ул. Ломоносова, 18";"Татаркулов Альфред Джагапарович";"(8152) 25-14-31, 25-71-77, 23-30-42";"";"mts@sevriba.ru";"sevriba.ru";"";"";"183032";"";"многопрофильное медицинское обслуживание; ";""
"0001926";"муниципальная";"СЕГЕЖСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"186420, Республика Карелия, г. Сегежа, ул. Мира, 38";"Генералова Валентина Петровна";"(81431) 4-31-55, 4-31-55";"(81431) 4-31-55";"scrb@onego.ru";"";"1993";"280";"186420";"";"многопрофильное медицинское обслуживание; ";""
"0036928";"частная";"""СЕЛЕНА"" ООО";"";"";"183038, Россия, г. Мурманск, просп. Ленина, 63";"Иванова Анастасия Сергеевна";"(8152) 45-93-91";"(8152) 45-76-29";"selenaplys@rambler.ru";"www.selenaplus.ru";"1998";"";"183038";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0000965";"государственная";"""СЕМЕЙНАЯ МЕДИЦИНА"" КЛИНИКА";"НИИ ПРОМЫШЛЕННОЙ и МОРСКОЙ МЕДИЦИНЫ";"";"194291, Россия, г. Санкт-Петербург, просп. Культуры, 4";"Довгуша Лилия Витальевна";"(812) 363-11-22, 559-97-57";"(812) 559-97-57";"klinika@nii-pmm.ru";"";"1966";"60";"194291";"";"многопрофильное медицинское обслуживание; ";""
"0028761";"частная";"""СЕРВИС ДЕНТ"" ООО";"";"";"183038, Россия, г. Мурманск, ул. С.Перовской, 16, офис 9";"Аксакова Бригита Ивановна";"(8152) 45-08-02";"(8152) 45-13-13";"servicedent@bk.ru";"";"";"";"183038";"";"лечение стоматологических заболеваний; ";""
"0007211";"государственная";"""СЕРЕГОВО"" САНАТОРИЙ";"";"";"169210, Республика Коми, Княжпогостский р-н, с. Серегово, ул. Советская, 4";"Афанасьев Георгий Николаевич";"(82139) 9-41-30, 9-41-44";"(82139) 9-41-30";"sanseregovo@mail.ru";"";"";"";"169210";"";"санаторно-курортное обслуживание; ";""
"0045725";"государственная";"СЕРТОЛОВСКАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"188650, Россия, Ленинградская обл., Всеволожский р-н, г. Сертолово, ул. Молодцова, 7/2";"Костюшов Евгений Васильевич";"(812) 593-31-93";"(812) 593-31-93";"";"";"";"";"188650";"";"многопрофильное медицинское обслуживание; ";""
"0001649";"частная";"""СЕСТРОРЕЦКИЙ КУРОРТ"" САНАТОРИЙ (ОАО)";"";"";"197706, Россия, г. Санкт-Петербург, Сестрорецк, ул. М.Горького, 2";"Шумаков Сергей Владимирович";"(812) 437-34-53, 434-17-00, 434-17-04";"(812) 437-21-25, 437-66-23";"info@kurort.ru";"www.kurort.ru";"1898";"850";"197706";"";"санаторное лечение гастроэнтерологических заболеваний; санаторное лечение психоневрологических заболеваний; санаторное лечение стоматологических заболеваний; санаторное лечение сердечно-сосудистых заболеваний; санаторное лечение заболеваний опорно-двигательного аппарата; санаторное лечение нефрологических заболеваний; ";""
"0021392";"частная";"""СИНАПС"" ООО";"";"";"192019, Россия, г. Санкт-Петербург, ул. Бехтерева, 3, корп. 7";"Бочаров Виктор Викторович";"(812) 924-62-42";"(812) 412-31-65";"sinaps06@mail.ru; kirill.af@mail.ru";"www.sinaps.spb.ru";"1990";"";"192019";"";"лечение психиатрических заболеваний; лечение наркологических заболеваний; лечение психоневрологических заболеваний; психологическая помощь; ";""
"0007526";"государственная";"СЛАВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"238600, Россия, Калининградская обл., г. Славск, ул. Советская, 79";"Шишлянникова Лилия Яковлевна";"(40163) 3-22-88";"";"slavsk-crb@infomed39.ru; crb-slavsk@mail.ru";"www.crb-slavsk.ru";"";"";"238600";"";"многопрофильное медицинское обслуживание; ";""
"0045696";"государственная";"СЛАНЦЕВСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"188560, Россия, Ленинградская обл., г. Сланцы, ул. Гагарина, 2";"Грушко Лариса Александровна";"(81374) 2-23-57";"(81374) 2-21-45";"crb2002@mail.ru";"";"";"";"188560";"";"многопрофильное медицинское обслуживание; ";""
"0042543";"государственная";"""СОВЕТСК"" КЛИНИЧЕСКИЙ САНАТОРИЙ";"";"";"238754, Россия, Калининградская обл., г. Советск, ул. Полевая, 4";"Шевченко Юрий Павлович";"(40161) 6-56-24";"";"sov-sanatory@mail.ru";"www.sharloc.narod.ru";"1950";"";"238754";"";"санаторное лечение костного туберкулеза; ";""
"0007543";"государственная";"""СОВЕТСК"" РЕСПУБЛИКАНСКИЙ КОСТНО-ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"238725, Россия, Калининградская обл., г. Советск, ул. Полевая, 4";"Калиниченко Яснадор Васильевич";"(40161) 3-51-24, 7-52-89";"";"";"";"1959";"120";"238725";"";"санаторное лечение костного туберкулеза; ";""
"0027378";"информация не предоставлена";"СОВЕТСКАЯ ПОЛИКЛИНИКА";"";"";"188918, Россия, Ленинградская обл., Выборгский р-н, п. Советский, ул. Комсомольская, 1";"";"(81378) 7-45-13";"";"";"";"";"";"188918";"";"многопрофильное медицинское обслуживание; ";""
"0019162";"государственная";"СОВЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"238750, Россия, Калининградская обл., г. Советск, ул. Ломоносова, 2-а";"Казакова Валентина Николаевна";"(40161) 3-54-03";"";"sovetsk-stomat@infomed39.ru; stomsov2013@gmail.com";"stomsov39.ru";"";"";"238750";"";"лечение стоматологических заболеваний; ";""
"0007479";"государственная";"СОВЕТСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"238750, Россия, Калининградская обл., г. Советск, ул. 9 Января, 13";"Галичев Григорий Александрович";"(40161) 6-22-99";"";"sovetsk-crb@infomed39.ru; cgbsgo@mail.ru";"cgbsgo.jimdo.com";"";"";"238750";"";"многопрофильное медицинское обслуживание; ";""
"0045369";"государственная";"СОВЕТСКИЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР";"";"";"238750, Россия, Калининградская обл., г. Советск, ул. Серова, 2";"Журкович Светлана Даниловна";"(40161) 3-69-30";"";"";"";"";"";"238750";"";"лечение туберкулеза; ";""
"0037559";"муниципальная";"СОКОЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"162130, Россия, Вологодская обл., г. Сокол, ул. Комсомольская, 1-а";"Сызранцева Татьяна Владимировна";"(81733) 2-11-84";"";"doctor3527@vologda.ru";"sokol.volmed.org.ru";"";"";"162130";"";"многопрофильное медицинское обслуживание; ";""
"0028154";"муниципальная";"СОЛЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"175040, Россия, Новгородская обл., г. Сольцы, ул. Новгородская, 38";"";"(81655) 3-14-56, 3-05-94";"(81655) 3-15-84";"socrb@yandex.ru";"";"";"";"175040";"";"многопрофильное медицинское обслуживание; ";""
"0001650";"государственная";"""СОЛНЕЧНОЕ"" ДЕТСКИЙ САНАТОРИЙ";"";"";"197739, Россия, г. Санкт-Петербург, п. Солнечное, ул. 2-я Боровая, 6";"Лаврик Николай Петрович";"(812) 432-94-03, 432-92-13, 437-95-43, 432-91-85, 432-91-58";"(812) 432-94-03";"sansolnecnoe@zdrav.spb.ru";"";"1962";"600";"197739";"";"санаторное лечение педиатрических заболеваний; ";""
"0018739";"государственная";"""СОЛНЕЧНОЕ"" ДЕТСКИЙ СПОРТИВНО-ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ";"";"";"197729, Россия, г. Санкт-Петербург, п. Молодежное, Приморское шоссе, 671";"Лашина Валентина Николаевна";"(495) 433-21-87 (Москва)";"(495) 433-21-87 (Москва)";"";"";"1974";"400";"197729";"";"лечебно-оздоровительные мероприятия; ";""
"0028663";"муниципальная";"СОЛЬВЫЧЕГОДСКАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"165330, Россия, Архангельская обл., Котласский р-н, г. Сольвычегодск, ул. Красная, 27";"";"(81837) 7-91-32, 7-91-40";"(81837) 7-91-32";"solvbol@atnet.ru";"";"";"81";"165330";"";"многопрофильное медицинское обслуживание; ";""
"0033488";"федеральная";"СОЛЬВЫЧЕГОДСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ЦЕНТРА ГИГИЕНЫ и ЭПИДЕМИОЛОГИИ по ЖЕЛЕЗНОДОРОЖНОМУ ТРАНСПОРТУ";"";"";"165340, Россия, Архангельская обл., г. Котлас, п. Вычегодский, ул. Ленина, 50";"Филиппова Ольга Венедиктовна";"(81837) 6-21-82";"(81837) 6-38-76, 6-21-82";"solvic@atnet.ru";"";"1959";"";"165340";"";"санитарный надзор; ";""
"0037049";"информация не предоставлена";"""СОЛЯНАЯ ПЕЩЕРА"" МЕДИЦИНСКИЙ ЦЕНТР";"";"";"236016, Россия, г. Калининград, ул. Пионерская, 66-а";"";"(4012) 77-29-99";"";"";"";"";"";"236016";"";"медицинское обслуживание; ";""
"0045707";"государственная";"""СОСНОВЫЙ МЫС"" ДЕТСКИЙ ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"188870, Россия, Ленинградская обл., Выборгский р-н, ст. Лебедевка";"Лукин Василий Алексеевич";"(81378) 6-72-67";"(81378) 6-72-67";"agape44@mail.ru";"";"";"";"188870";"";"санаторное лечение туберкулеза; ";""
"0007204";"муниципальная";"СОСНОГОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"169500, Республика Коми, г. Сосногорск, ул. Загородная, 1";"Федосенко Алла Яковлевна";"(82149) 5-06-98, 5-02-69";"(82149) 3-59-51";"sosncrb@list.ru";"";"";"";"169500";"";"многопрофильное медицинское обслуживание; ";""
"0042136";"частная";"""СОЧУВСТВИЕ"" РЕАБИЛИТАЦИОННЫЙ ЦЕНТР (ООО)";"";"";"196608, Россия, г. Санкт-Петербург, Пушкин, ул. Жуковско-Волынская, 1/18";"Мухин Игорь Алексеевич";"(812) 476-97-95; (921) 954-58-14";"";"";"";"2009";"";"196608";"";"реабилитационное лечение; ";""
"0042137";"частная";"""СОЮЗ-4"" ООО";"";"";"196600, Россия, г. Санкт-Петербург, Пушкин, Детскосельский бул., 1";"Гурко Глеб Игоревич";"(812) 466-61-23";"";"";"";"2012";"";"196600";"";"многопрофильное медицинское обслуживание; ";""
"0024705";"информация не предоставлена";"""СПАРТАК"" ДЕТСКИЙ САНАТОРИЙ";"";"";"188380, Россия, Ленинградская обл., Гатчинский р-н, п. Вырица, ул. Московская, 61";"";"(81371) 9-35-80";"";"";"";"";"";"188380";"";"санаторно-курортное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0021189";"государственная";"СПЕЦИАЛИЗИРОВАННЫЙ ДОМ РЕБЕНКА №1";"";"";"160019, Россия, г. Вологда, ул. Комсомольская, 61-а";"Михайленко Елена Анатольевна";"(8172) 54-10-54, 54-13-84";"";"domr2007@yandex.ru";"www.domrebenka35.ru";"1870";"";"160019";"";"медицинское обслуживание новорожденных; ";""
"0045511";"государственная";"СПЕЦИАЛИЗИРОВАННЫЙ ДОМ РЕБЕНКА №2";"";"";"162624, Россия, Вологодская обл., г. Череповец, ул. Командарма Белова, 42";"Положенцева Нина Ивановна";"(8202) 44-01-75";"";"babyhouse@myrambler.ru";"";"";"";"162624";"";"медицинское обслуживание новорожденных; лечение педиатрических заболеваний; ";""
"0023147";"муниципальная";"СПЕЦИАЛИЗИРОВАННЫЙ ДОМ РЕБЕНКА для ДЕТЕЙ с ОРГАНИЧЕСКИМИ ПОРАЖЕНИЯМИ ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ, с НАРУШЕНИЕМ ПСИХИКИ";"";"";"185014, Республика Карелия, г. Петрозаводск, пер. Попова, 10";"Давыдова Ольга Васильевна";"(8142) 75-01-60";"(8142) 75-01-60";"";"";"1995";"";"185014";"";"медицинское обслуживание новорожденных; лечение психоневрологических заболеваний у детей; ";""
"0001030";"муниципальная";"СПЕЦИАЛЬНОЕ ЛЕЧЕБНОЕ ДИАГНОСТИЧЕСКОЕ ОТДЕЛЕНИЕ";"";"";"190103, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 154";"Оказова Фуза Сосниковна";"(812) 251-32-84, 251-20-84, 316-75-33, 316-16-55";"(812) 251-32-84";"";"";"1987";"";"190103";"";"диагностика и лечение; ";""
"0007712";"государственная";"СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ №1";"";"";"160011, Россия, г. Вологда, ул. Ветошкина, 55";"Гурьева Тамара Вениаминовна";"(8172) 75-11-31";"";"guzvospk1_vologda@mail.ru";"";"";"";"160011";"";"переливание крови; ";""
"0020381";"государственная";"СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ №2";"";"";"162623, Россия, Вологодская обл., г. Череповец, ул. Беляева, 51";"Белоконева Анна Алексеевна";"(8202) 21-58-24, 21-55-07";"";"vospk2@rambler.ru";"";"";"";"162623";"";"переливание крови; ";""
"0004421";"государственная";"СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ";"МЕДИЦИНСКАЯ СЛУЖБА ЛЕНИНГРАДСКОГО ВОЕННОГО ОКРУГА";"";"191015, Россия, г. Санкт-Петербург, ул. Ярославская, 2";"Солтан Сергей Леонидович";"(812) 271-76-33, 271-05-00";"(812) 271-05-00";"";"";"1963";"";"191015";"";"переливание крови; ";""
"0042138";"акционерная";"СТАНЦИЯ ПРОФИЛАКТИЧЕСКОЙ ДЕЗИНФЕКЦИИ (ОАО)";"";"";"191119, Россия, г. Санкт-Петербург, ул. Черняховского, 47";"Пшеничников Вадим Иванович";"(812) 764-88-11";"(812) 764-88-11";"";"";"2010";"";"191119";"";"дезинфекция; ";""
"0004837";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ №4";"";"";"196600, Россия, г. Санкт-Петербург, Пушкин, ул. Глинки, 15";"Целиков Вячеслав Анатольевич";"(812) 465-89-44, 476-50-93";"(812) 476-03-12, 465-89-44";"";"";"1949";"";"196600";"";"скорая неотложная медицинская помощь; ";""
"0001711";"государственная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"165170, Россия, Архангельская обл., г. Вельск, ул. Октябрьская, 1";"Плешков Евгений Мануилович";"(81836) 6-16-72, 2-13-43";"";"";"";"";"";"165170";"";"скорая неотложная медицинская помощь; ";""
"0021825";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"164500, Россия, Архангельская обл., г. Северодвинск, ул. Лесная, 59";"Павлова Елена Александровна";"(8184) 58-19-00, 58-51-36";"(8184) 58-19-00";"medavto@atnet.ru";"";"2007";"";"164500";"";"скорая неотложная медицинская помощь; ";""
"0027966";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"187020, Россия, Ленинградская обл., г. Тосно, шоссе Барыбина, 29";"";"(81361) 2-00-03";"";"";"";"";"";"187020";"";"скорая неотложная медицинская помощь; ";""
"0027968";"муниципальная";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"188357, Россия, Ленинградская обл., Гатчинский р-н, п. Никольское, ул. Спортивная, 16";"";"(81371) 5-30-03";"";"";"";"";"";"188357";"";"скорая неотложная медицинская помощь; ";""
"0036838";"информация не предоставлена";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"182510, Россия, Псковская обл., г. Невель, ул. Урицкого, 77";"";"(81151) 2-24-94";"";"";"";"";"";"182510";"";"скорая неотложная медицинская помощь; ";""
"0036842";"информация не предоставлена";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"180000, Россия, г. Псков, д. Лопатино, Ленинградское шоссе, 65";"";"(8112) 17-86-13";"";"";"";"";"";"180000";"";"скорая неотложная медицинская помощь; ";""
"0037030";"информация не предоставлена";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"238150, Россия, Калининградская обл., г. Черняховск, ул. Крупской, 15";"";"(40141) 3-27-46";"";"";"";"";"";"238150";"";"скорая неотложная медицинская помощь; ";""
"0037104";"информация не предоставлена";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"238420, Россия, Калининградская обл., г. Багратионовск, ул. Иркутско-Пинской дивизии, 24";"";"(40156) 6-28-03";"";"";"";"";"";"238420";"";"скорая неотложная медицинская помощь; ";""
"0037172";"информация не предоставлена";"СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ";"";"";"238580, Россия, Калининградская обл., г. Светлогорск, п. Янтарный, ул. Советская, 23";"";"(40153) 3-71-03";"";"";"";"";"";"238580";"";"скорая неотложная медицинская помощь; ";""
